"Data Source","World Development Indicators",

"Last Updated Date","2021-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136.219890403375","149.373912330195","147.893135062779","144.075505993731","138.69367678678","148.549138296082","162.261871419973","166.208073997611","175.525654489861","139.365431699308","153.556632664987","122.421595305061","101.974250921687","96.822394281275","78.7442990413572","75.0506867142804","65.2043609643064","61.8937633658859","59.5852251450935","53.0695521777506","52.2221684558828","44.1284644332054","43.1586409785098","36.9441915262202","44.4886016498504","46.7377623510861","46.3630813030684","50.5200072246612","49.8166549571306","53.0955641250203","51.1421226341047","49.4716395895907","49.0571362541272",
"Afghanistan","AFG","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.60363357492882","0.500545382222191","2.03523498347119","1.26581811096506","1.58282068553998","1.45293355210597","2.31218836672432","4.12501296057459","4.86904294176967","5.79905881440043","5.28515663676075","4.9409155902724","4.45004097541421",
"Africa Western and Central","AFW","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","","","","","","","","","","","69.7151848447602","51.9922536827153","61.8332499978889","64.1569607117093","11.1160710560308","11.0022204665641","10.6409225128161","61.7829046085751","132.238879090269","49.3321529524631","39.9274921613782","105.458235046323","126.223575962319","278.654079657403","270.645990969467","232.037431599667","263.052112215932","193.576375527307","225.356083457104","114.141476603397","89.2877736526268","85.725277990515","280.628959526323","314.83297930735","262.303715047583","284.92146781673","151.932469553857","110.610525978821","137.599709681745","169.437871568602","52.9770550475781","44.6280381226228","65.1203638615803","71.2394224489857","41.1558000027348","14.9009822842367","11.7842151505178","9.54600602764979","6.48058294764021","5.18698504761376","7.0996375483701","7.54477259041151","6.56800533568333","8.85897038246223","8.4844145145983","12.4856653195158","11.9048249734502","10.3224386281822","10.2585434855428","12.8683035154941","13.0776530213523",
"Angola","AGO","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","857.426016814028","210.282093273781","322.711482173801","832.097073343004","322.647420662128","110.407451740902","198.274600748869","321.538650227079","169.417610591825","86.716021277356","72.4478563279862","26.1684186782789","20.2728072329081","13.3783778635783","18.9735413274089","23.211300796592","22.4176056747965","27.9064727513329","36.0037508962391","28.3364150121734","25.4324953051812","18.603727392738","21.2453683031549","18.3754490089212","19.9757252714687","46.2679274609133",
"Albania","ALB","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","346.757132997989","259.997958775359","23.4967416176705","9.7685040531541","13.9543870100877","8.35222633361744","5.55114862034797","5.6731329668996","3.97347591816303","3.35222879829129","14.3922629351933","0.0884061270020609","10.7695781327972","21.3191998154122","23.6208019479122","48.6360211019078","28.7275447289278","29.2509803194527","44.1769359959895","56.537350710086","57.1722322367028","65.58617116773","50.5425173591756","52.976042727469","52.715978806866","48.8999009854313","16.1336525933974","13.9055076602195",
"Andorra","AND","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Argentina","ARG","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","","","","","","","","","","","93.7240924937401","225.753271291544","130.142426171835","49.7102684647589","44.4014135577662","100.091397226393","51.4290150764939","70.8647463496458","57.7753859808006","59.441763007603","111.688420519803","258.105267254282","366.810490421624","313.823382220787","413.750820223437","143.140885168003","99.6039874931724","94.6176840152382","110.866431618905","264.998316462704","167.796984878144","181.517238037926","141.314299050237","55.8260561945794","44.8090349152448","133.639251244303","119.161401673162","142.646948249886","124.542832608766","111.631982910515","112.616043631839","137.431550112671","141.385412702771","158.125464490032","135.042097493229","124.780594704544","88.221264407819","41.6056296870482","41.9086809815019","40.1729491472597","31.4380041197867","55.6471331514044","58.4220280460627","120.166698076862","107.896410267679","232.887650249561","106.773917068243","100.347658352216","102.338733872383","149.32081533954","108.128995508534",
