"Data Source","World Development Indicators",

"Last Updated Date","2021-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","","","","","","","11.2765270082523","11.8508237792637","12.2399220936513","13.6506870229008","15.4719251124426","16.6347608637529","17.0062816043217","17.4761405922637","17.8187468998016","18.4137723441697","19.3971428571429","19.9324696257774","","24.2578244860387","27.2717494706478","26.6282608339209","22.4626740672622","21.5332895380103","20.5666607412674","19.895843455983","18.9048531101747","20.8136850904078","20.0847855713747","19.7197891026668","19.3050921350927","18.806549081972","20.6972094900401","19.7383583324863","19.2519648502074","22.0197198831414","22.3545871342818","20.3457145680686","20.3653109814678","19.4835432129653","19.6158041852821","23.3885724676112","18.677979711349","19.1089346221499","17.0638563741812","19.9806219730735","20.6431491504853","20.5047948058168","20.0864885967982","20.7997310466608","22.2234995485152","18.1820020656429","17.3667182263808","20.1238481995312","19.3260028702284","20.9900809753294","23.5782266628065","23.2354424887097","","",
"Afghanistan","AFG","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","0.143790849673203","0.142857142857143","0.141935483870968","0.141025641025641","0.141025641025641","0.1914486279515","1.2748597654258","1.9122896481387","2.16284987277354","2.46505717916137","2.59493670886076","3.68015170670038","3.10998735777497","4.28571428571429","4.59974715549937","5.59241466498104","6.85537294563843","6.78495575221239","6.28811630847029","6.46346396965866","5.77888748419722","6.67294563843236","7.15297092288243","9.17825537294564","9.22402022756005","8.50568900126422","9.98988621997472","7.04551201011378","7.02907711757269","5.62579013906448","6.1441213653603","5.79013906447535","5.11247443762781","","","0.653851183470642","0.650618087182824","0.902410725796055","0.653338560041814","0.65078745281791","2.39489782636991","3.19439046626726","3.4785460627895","4.24377814738997","3.81478411274824","3.1908545034642","2.10126892481396","1.85168462920195","1.88786218401129","1.77785961760554","3.82700551918881","2.37785237483954","4.88271419396275","10.1661124694377","4.022200901481","13.6801462026135","20.4525288998571","7.6506763598598","","",
"Africa Western and Central","AFW","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","","","","","","0.984162764486481","1.13746063318161","1.01311641509391","0.928655971746812","1.23944611361031","1.37772058965404","1.77718360071301","1.71288336258441","2.4186080069263","3.10763821375332","3.55015706806283","4.6625553614596","4.30390722177508","4.98429165826567","5.62469192310401","7.22334958739685","6.73090004754416","8.08585780822972","7.99042305271574","6.81339516895546","6.42346644834592","6.09484551734609","7.17730517727518","7.6482571638281","8.05064420362977","8.08635910679448","8.37799782102026","8.79739376617044","6.85496132301947","5.46089956555073","5.42215744166636","6.00852955012503","6.07795718654434","6.26106136344566","5.93545518989775","6.24413552371421","","6.58706416683144","6.48919538067126","6.72723644924208","8.66799705146227","5.63098707784646","6.1008281106653","6.54813814703323","10.1969454889334","6.84612060368327","9.25083201525361","9.6699831489803","9.7360872954014","10.6890101325019","13.1149720958187","16.489869452536","15.928621594414","","",
"Angola","AGO","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","0.374531835205993","0.37037037037037","0.514705882352941","0.763636363636364","1.44404332129964","1.85714285714286","2.36749116607774","2.65734265734266","3.62068965517241","3.89655172413793","8.62068965517241","7.68965517241379","7.37931034482759","5.20689655172414","1.41379310344828","0.724137931034483","10.8965517241379","8.10344827586207","4.72413793103448","5.79310344827586","4.17241379310345","1.72413793103448","2.96551724137931","2.41068965517241","7.0148275862069","4.13793103448276","3.55172413793103","5.48586206896552","8.13827586206897","3.27586206896552","2.33898305084746","3.03333333333333","2.66666666666667","3.33333333333333","2.66666666666667","2","0.666666666666667","1.13333333333333","1.13333333333333","0.466666666666667","","1.65903225806452","1.78878787878788","4.50151515151515","2.26060606060606","3.66","3.305","8.25882352941177","5.47225","8.43","11.983829787234","8.87604893617021","9.26395714285714","9.25938775510204","8.04833469387755","7.2412693877551","10.6746816326531","7.93009387755102","","",
"Albania","ALB","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","14.587962962963","11.9266055045872","12.0454545454545","14.4469525959368","17.3913043478261","20","31.7622950819672","74","70.5882352941177","84.6449136276392","101.509433962264","102.962962962963","106.021897810219","114.721723518851","111.01243339254","125.217391304348","135.689655172414","171.355060034305","168.267581475129","160.17094017094","138.43537414966","179.966044142615","174.363327674024","159.592529711375","159.762308998302","163.497453310696","161.016949152542","163.559322033898","182.989690721649","176.165803108808","54.1522491349481","40.6574394463668","31.0051993067591","25.5979202772964","19.0641247833622","11.265164644714","8.99653979238754","43.3275563258232","18.370883882149","32.3529411764706","32.3529411764706","97.5847750865052","99.3195674740484","101.307335640138","112.37531598513","85.8024657534247","88.4199653979239","77.309737704918","90.3783579638752","85.02392971246","97.4342765273312","93.0615570990147","88.1710905849943","88.3858024691358","107.831246951715","126.138481379977","100.647322458395","66.5850762088899","","",
"Andorra","AND","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","","","","","","","","","","","","","26.489707750953","26.9795713048095","28.4799295085177","30.9729177029791","32.0824553112229","35.0694479002516","39.3095720189721","42.8539973276918","43.8620954507026","47.2092810589296","53.5216512040954","58.4320988060425","66.1870450682125","72.4039746927244","73.5053910158654","72.8550360673257","69.08888640191","70.6380002208887","66.0505526775651","66.1201075141831","72.4110628975314","66.1845622991162","68.5960283399782","70.888462681873","72.8620954135636","75.6002430201838","79.1796442485134","82.3402145686331","89.9320677583941","94.2543538777808","79.1649303534303","90.2049257795531","90.0238408037094","90.7779748247782","86.6173013660589","83.838881743168","79.251075682247","76.1950441854061","81.7168250782982","51.5894512120946","52.7041412570291","50.8710503829286","55.6631246195134","53.9311828207496","58.9210368411028","59.1200367992063","","",
"United Arab Emirates","ARE","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","","","","","","","","","","","","79.5714285714286","66.25","79.8888888888889","81.8181818181818","100","75","126.166666666667","291.666666666667","190.875","192.368421052632","211.611111111111","199.782608695652","113.958333333333","143.346153846154","49.6551724137931","107.586206896552","186.206896551724","417.931034482759","357.142857142857","499.142857142857","586.842105263158","692.5","700","744.186046511628","700","717.777777777778","983.333333333333","841.860465116279","585","492.957746478873","644.8","755.625","767.619047619048","667.058823529412","834.387351778656","940.582959641256","798.643410852713","623.046092184369","737.351778656126","900","848.247978436658","1033.86666666667","629.156590909091","714.927210884354","708.500898876404","708.500898876404","745.349645390071","","",
"Argentina","ARG","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","0.873312899930096","0.662721584984359","1.07551020408163","1.475","1.97937539709692","2.43280266567938","3.06432120316906","2.83702989392478","3.07193883461405","3.34753846153846","2.96538461538462","3.31538461538462","3.20165384615385","2.88846153846154","2.31923076923077","3.00880769230769","2.85788461538462","4.11826923076923","5.00315384615385","4.44492307692308","3.71057692307692","3.95185185185185","4.38888888888889","5.87037037037037","6.02222222222222","5.59792592592593","6.26492537313433","6.16300678878902","5.78390630902909","6.22765757290687","6.27061469265367","9.26638043681165","10.9297136481964","17.1123786947181","19.3580520199225","31.4273114802293","29.6339677891654","28.2771194165907","29.9106494261223","31.2222503617945","31.0672168961292","30.2339386978681","41.8467062945596","45.3091145410236","36.4023102059427","41.4112583921501","49.2567178107759","35.214968378662","22.9847777907384","39.1808009267792","41.7174131662412","34.5264375911858","35.9713594800877","35.1952632653061","27.276749744898","41.2880612244898","42.3075316326531","48.2367362244898","","",
