"Data Source","World Development Indicators",

"Last Updated Date","2021-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Cameroon","CMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1780","1680","1630","1500","1520","1550","1610","1670","1750","1800","1830","1880","1960","2080","2250","2290","2410","2500","2590","2620","2650","2750","2810","2950","3160","3210","3350","3490","3620","3720","",
"Congo, Dem. Rep.","COD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","490","520","490","480","440","440","410","430","450","470","500","530","550","560","580","610","640","630","690","780","840","940","1030","1080","1110","",
"Congo, Rep.","COG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2640","2740","2920","2660","2650","1860","1890","2320","2500","2220","2390","2460","2600","2650","2520","3330","3680","3650","4000","4570","4970","4890","5990","5930","5980","4640","3740","4120","3390","3010","",
"Colombia","COL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4810","5000","5240","5580","5980","6310","6420","6640","6660","6380","6550","6670","6830","7070","7540","8120","8800","9490","9830","9940","10340","11110","11560","12280","12910","13080","13660","13910","14460","15140","",
"Comoros","COM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1580","1510","1640","1670","1570","1610","1580","1620","1620","1630","1800","1840","1860","1890","1930","2000","2070","2100","2160","2190","2250","2340","2510","2640","2720","2720","2880","3050","3160","3200","",
"Cabo Verde","CPV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1070","1090","1210","1300","1540","1740","1920","2130","2360","2600","2960","3080","3200","3360","3740","4010","4380","5210","5560","5470","5440","5730","5570","5590","5460","5770","6100","6410","6860","7320","",
"Costa Rica","CRI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4810","5030","5480","5860","6180","6380","6460","6770","7100","7220","7450","7740","7990","8360","8870","9420","10360","11390","12080","11740","12320","12930","13640","14100","14960","15860","17720","18680","19290","19830","",
"Caribbean small states","CSS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5664.76582350931","5908.55173163577","6253.69737686935","6688.97148757332","6880.62706313025","7299.55341514024","7733.41247454536","7970.39398594482","8244.2655107886","8677.78917034669","9067.74257006856","9379.81766285046","9844.05220173749","10576.1182903573","11375.4017167686","11995.9230591174","13182.5374053439","13974.4448655527","14434.3414868338","13873.5189766747","14222.8454839225","14183.5415377633","14417.4131634236","14836.8538869743","14833.3040292824","14739.0627117856","14569.2156027547","15203.4948480948","15469.5558742348","16343.9022933233","",
"Cuba","CUB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25350","25930","26750","26940","26440","26790","27060","25800","25470","25120","25070","24680","25690","26520","26620","",
